,name,neighborhood,address,latitude,longitude,stars,review_count,categories
7080,"""SuperBook Deli""",Eastside,"""3000 Paradise Rd""",36.1362575,-115.1512526,2.5,41,Sandwiches;Nightlife;Bars;Delis;American (New);Restaurants
7154,"""Asian Garden""",Sunrise,"""560 N Nellis Blvd, Ste E10""",36.1692249,-115.0611449,3.5,63,Chinese;Restaurants;Thai
7202,"""Fernandez Hot-Dogs""",Downtown,"""1959 E Charleston Blvd""",36.15897897,-115.1222431,5,7,Hot Dogs;Restaurants;Food;Food Trucks
7215,"""Shawarma Vegas""",The Lakes,"""2521 S Fort Apache Rd""",36.1433621,-115.2981119,4,119,Restaurants;Kosher;Middle Eastern
7241,"""Teriyaki Madness""",Eastside,"""4503 Paradise Rd, Ste 320""",36.10753322,-115.1530606,3,13,Japanese;Restaurants;Hawaiian;Asian Fusion
7247,"""Chicken Now Venetian""",The Strip,"""3355 Las Vegas Blvd S""",36.1214517,-115.1696112,3,32,Restaurants;Chicken Wings
7338,"""Double Helix Wine & Whiskey Lounge""",Southeast,"""6599 Las Vegas Blvd S, Ste 150b""",36.068132,-115.17776,4,314,Bars;Restaurants;Tapas/Small Plates;American (New);Nightlife;Lounges;Wine Bars;Tapas Bars;Cocktail Bars
7410,"""FruitLand Las Vegas""",Southeast,"""7400 Las Vegas Blvd S""",36.05258641,-115.1692428,4.5,14,Farmers Market;Specialty Food;Restaurants;Health Markets;Grocery;Desserts;Gluten-Free;Food;Fruits & Veggies
7516,"""Romaine Empire""",The Strip,"""3570 South Las Vegas Blvd""",36.1161559,-115.1750576,3.5,13,Restaurants;Sandwiches;Food Court;Salad;Seafood
7645,"""Tups Specialty Sandwiches""",Southeast,"""2381 E Windmill Ln""",36.041104,-115.1208125,4.5,136,Restaurants;Delis;American (Traditional);Sandwiches
7693,"""Carl's Jr""",,"""7598 Vegas Dr""",36.1891373,-115.2596473,3,23,Food;Mexican;Restaurants;Fast Food;Desserts
7772,"""Blue Sea Sushi and Izakaya""",Southeast,"""500 E Windmill Ln, Ste 165""",36.0428966,-115.1520552,4,328,Restaurants;Japanese;Sushi Bars
7948,"""Wendy's Noodle Cafe""",Chinatown,"""3401 S Jones Blvd""",36.12754745,-115.2252169,4,519,Restaurants;Noodles;Chinese
7953,"""Market Grille Cafe""",Centennial,"""7070 N Durango Dr""",36.2892014,-115.2873343,4,461,Caterers;Greek;Event Planning & Services;Restaurants;Mediterranean;Italian
7991,"""Chili's""",,"""2011 N Rainbow Blvd""",36.198756,-115.2425637,3,154,Restaurants;Bars;Tex-Mex;Nightlife;American (Traditional)
8016,"""PT's""",Summerlin,"""8584 W Lake Mead Blvd""",36.1994962,-115.2838739,4,24,Pubs;American (New);Bars;Nightlife;Sports Bars;Restaurants
8039,"""Dairy Queen""",Southwest,"""7715 S Rainbow Blvd""",36.0482275,-115.2436689,2,84,Ice Cream & Frozen Yogurt;Restaurants;Fast Food;Desserts;Food
8079,"""Sweet Poké""",University,"""4680 S Maryland Pkwy, Ste 300""",36.104435,-115.1367851,4.5,53,Asian Fusion;Restaurants;Sushi Bars;Hawaiian
8175,"""LaBella's Pizzeria""",Centennial,"""6530 N Buffalo Dr, Ste 130""",36.2806602,-115.2655826,4,55,Pizza;Restaurants
8203,"""Oming's Kitchen""",Downtown,"""""",36.1699412,-115.1398296,4.5,33,Event Planning & Services;Food;Filipino;Caterers;Barbeque;Restaurants;Food Trucks;Street Vendors
8343,"""Del Taco""",,"""4380 N Nellis Blvd""",36.2400326,-115.0614211,3,5,Mexican;Restaurants
8350,"""Original Tommy's""",,"""5208 Boulder Hwy""",36.10883583,-115.0613113,3,69,Burgers;Restaurants
8381,"""La Choza""",,"""1520 N Eastern Ave""",36.186634,-115.115631,3.5,19,Mexican;Restaurants
8523,"""O'Aces Bar & Grill""",,"""3003 N Rainbow Blvd""",36.2138478,-115.2426033,3.5,18,American (Traditional);Bars;Nightlife;Sports Bars;Restaurants
8537,"""Griddlecakes""",Spring Valley,"""6085 S Fort Apache, Ste 180""",36.0782601,-115.2985593,4,206,Breakfast & Brunch;Salad;Restaurants;Sandwiches
8597,"""Popeyes Louisiana Kitchen""",Sunrise,"""2856 S Nellis Blvd""",36.13775,-115.064997,2,20,Fast Food;Restaurants;American (Traditional);Chicken Wings
8620,"""KJ Kitchen""",Chinatown,"""5960 Spring Mountain Rd""",36.1258098,-115.2230979,3.5,282,Restaurants;Chinese
8666,"""Manhattan Pizza IV""",Northwest,"""3950 N Tenaya Way""",36.2322239,-115.2509803,3,48,Restaurants;Pizza
8671,"""Sparrow + Wolf""",Chinatown,"""4480 Spring Mountain Rd, Ste 100""",36.1266955,-115.2013006,4.5,205,Restaurants;American (New);Nightlife;Cocktail Bars;Bars
8710,"""Estiatorio Milos""",The Strip,"""3708 Las Vegas Blvd S""",36.10939219,-115.173773,4,932,Restaurants;Seafood;Greek
8731,"""Del Taco""",Downtown,"""1802 E Charleston Blvd""",36.1585667,-115.1247518,3,11,Restaurants;Mexican
8782,"""American Coney Island Chili Dogs""",Downtown,"""301 Fremont St""",36.169971,-115.1427714,3.5,222,Fast Food;Hot Dogs;Restaurants
8810,"""Five50 Pizza Bar""",The Strip,"""3730 Las Vegas Blvd S""",36.10651955,-115.1769565,4,588,Restaurants;Pizza
8890,"""Taco Bell""",Northwest,"""4441 North Rancho""",36.24042,-115.233322,3,15,Mexican;Fast Food;Restaurants;Tex-Mex
8922,"""Subway""",The Strip,"""3411 Las Vegas Blvd S""",36.1207056,-115.1717867,2,17,Restaurants;Fast Food;Sandwiches
8928,"""Subway""",Southwest,"""10550 S Highlands Pkwy, Ste 100""",35.9974897,-115.2056326,3,38,Fast Food;Soup;Restaurants;Sandwiches
8960,"""Popeyes Louisiana Kitchen""",Southeast,"""8132 Las Vegas Blvd S""",36.0419038,-115.1703829,2.5,76,Chicken Wings;Restaurants;Fast Food;Southern
8984,"""Pizza Hut""",Southeast,"""2625 E. Tropicana Ave""",36.0992748,-115.113954,1.5,37,Chicken Wings;Restaurants;Pizza
9023,"""Mint Indian Bistro""",Spring Valley,"""4246 S Durango Dr""",36.1126971,-115.2781721,4,131,Halal;Vegan;Restaurants;Indian
9089,"""Dairy Queen""",Southwest,"""10410 S Decatur Blvd""",35.999895,-115.206593,2.5,25,Fast Food;Restaurants;Food;Desserts;Sandwiches;Ice Cream & Frozen Yogurt
9118,"""Chica""",The Strip,"""3355 South Las Vegas Blvd, Ste 106""",36.1226902,-115.1701939,4.5,264,Restaurants;Wine Bars;Mexican;Bars;Nightlife;Latin American
9164,"""Ninja Teriyaki - Sushi 2 Go""",Eastside,"""3025 E Desert Inn Rd, Ste 15""",36.128595,-115.109267,4,98,Food;Japanese Curry;Restaurants;Ramen;Fast Food;Noodles;Izakaya;Sushi Bars;Japanese;Specialty Food;Ethnic Food
9215,"""Laurita's Taco Shop""",Southeast,"""8880 S Maryland Pkwy, Ste 103""",36.0285275,-115.1353734,3.5,114,Mexican;Breakfast & Brunch;Restaurants
9233,"""Panini Cafe""",The Lakes,"""2521 S Fort Apache Rd""",36.1433621,-115.298112,4,62,Sandwiches;Restaurants;Kosher
9276,"""Subway""",Downtown,"""1 S Main St""",36.1721756,-115.1468294,3,8,Fast Food;Sandwiches;Restaurants
9344,"""Long John Silver's""",Spring Valley,"""4855 South Fort Apache Rd""",36.1010148,-115.2978094,2,21,Fast Food;Restaurants;Seafood
9345,"""Port of Subs""",Spring Valley,"""10120 W Flamingo Rd, Ste 5""",36.1166554,-115.3135184,3.5,14,Restaurants;Delis;Sandwiches
9353,"""Food Express""",,"""2411 W Sahara Ave""",36.1427819,-115.1747468,3,44,Chinese;Restaurants
9397,"""Sports Deli""",,"""3700 W Flamingo Rd""",36.11680172,-115.1885337,3,95,Restaurants;Delis;Cafes;Sandwiches
9436,"""Budweiser Racing Track Bar & Grill""",Southeast,"""5757 Wayne Newton Blvd""",36.0838389,-115.148385,2.5,11,American (Traditional);Restaurants
9454,"""Bouchon Bakery at the Venetian Casino""",The Strip,"""3355 Las Vegas Blvd S, Ste 10101, The Venetian Resort Hotel & Casino""",36.121774,-115.169229,4,1032,Restaurants;Bakeries;Macarons;Specialty Food;French;Food;Desserts
9610,"""Jean Philippe Patisserie""",The Strip,"""3730 Las Vegas Blvd S""",36.107727,-115.176986,4,1301,Specialty Food;Chocolatiers & Shops;Food;Desserts;Restaurants;Bakeries
9640,"""Fausto's Mexican Grill""",Southwest,"""7835 S Rainbow Blvd, Ste 20""",36.04601894,-115.2440145,4,140,Restaurants;Chicken Wings;Breakfast & Brunch;Mexican
9652,"""Lucille's Smokehouse Bar-B-Que""",South Summerlin,"""11011 W Charleston Blvd""",36.15680537,-115.3341114,3.5,526,Smokehouse;Nightlife;American (Traditional);Food;Restaurants;Bars;Southern;Barbeque
9681,"""Runway Cafe""",Southeast,"""275 East Tropicana Ave""",36.098988,-115.161644,4.5,8,Restaurants;American (New)
9706,"""Emeril's New Orleans Fish House""",The Strip,"""3799 Las Vegas Blvd S""",36.102795,-115.168508,3.5,943,Seafood;American (New);Restaurants
9791,"""Cafe Rio""",,"""2600 W Sahara Ave""",36.14517489,-115.1759789,3,15,Restaurants;Mexican
9812,"""Hamada's Asiana""",,"""3700 W Flamingo Rd""",36.1164467,-115.1848942,1.5,3,Japanese;Restaurants
9851,"""Del Taco""",,"""5526 Boulder Hwy""",36.10208156,-115.0531421,3,26,Restaurants;Mexican
9942,"""The Den LV""",Spring Valley,"""9837 W Tropicana Ave""",36.099561,-115.30696,4,25,American (New);Sports Bars;Nightlife;Bars;Restaurants
9972,"""Westin Las Vegas Hotel & Spa""",Eastside,"""160 East Flamingo Rd""",36.115198,-115.165729,3,591,Casinos;Hotels & Travel;Event Planning & Services;Hotels;Restaurants;Arts & Entertainment
9987,"""Cactus Jacks Saloon""",Southeast,"""10648 S Maryland Pkwy""",35.996832,-115.137164,4,47,Chicken Wings;Restaurants;Bars;Pizza;Beer;Wine & Spirits;Sports Bars;American (Traditional);Food;Nightlife
9994,"""Jack in the Box""",,"""3235 W Tropicana Ave""",36.100292,-115.184154,2.5,25,Restaurants;Fast Food
10008,"""Famous Dave's Bar-B-Que""",,"""2630 E Craig Rd""",36.24064501,-115.1138313,3.5,173,Restaurants;Barbeque;Food
10017,"""Fellini's Ristorante""",The Strip,"""2000 Las Vegas Blvd S""",36.14813295,-115.1557732,4,163,Steakhouses;Pizza;Restaurants;Italian
10081,"""Golden Corral""",Sunrise,"""1455 S Lamb Blvd""",36.155011,-115.082821,3,620,Buffets;American (Traditional);Restaurants
10165,"""Ohana Hawaiian BBQ""",Southwest,"""7945 S Rainbow Blvd, Ste A""",36.04447754,-115.2440028,4,40,Chinese;Restaurants;Hawaiian;Barbeque
10180,"""Hecho en Vegas""",The Strip,"""3799 Las Vegas Blvd S""",36.1022507,-115.1699679,3.5,230,Mexican;Restaurants
10247,"""Domino's Pizza""",Spring Valley,"""9435 W Tropicana Ave, Ste 104""",36.09964574,-115.2998999,3,44,Pizza;Chicken Wings;Sandwiches;Restaurants
10284,"""Checker's""",Spring Valley,"""7210 S Durango Dr""",36.057182,-115.278528,2,72,Fast Food;Restaurants;Sandwiches;Burgers
10300,"""China Star Buffet""",Eastside,"""2590 S Maryland Pkwy""",36.14217661,-115.13641,2,56,Chinese;Restaurants
10402,"""Jack in the Box""",Chinatown,"""4970 Spring Mountain Rd""",36.1264817,-115.2090104,1.5,10,Restaurants;Fast Food
10434,"""Saddle N Spurs Saloon""",,"""2333 N Jones Blvd, Ste 108""",36.2023801,-115.2232141,4,30,Music Venues;Bars;Arts & Entertainment;Dive Bars;Restaurants;Country Dance Halls;American (Traditional);Social Clubs;Performing Arts;Nightlife;Pubs
10511,"""Leoné Café""",Westside,"""400 S Rampart Blvd, Ste 165""",36.16699696,-115.2865248,4,539,Breakfast & Brunch;Restaurants;Cafes;Food;Italian;Coffee & Tea
10550,"""Nestle Toll House Cafe by Chip""",Southeast,"""6629 Las Vegas Blvd S""",36.06807991,-115.176755,3.5,13,Cafes;Food;Bakeries;Coffee & Tea;Restaurants;Desserts
10567,"""MGM Grand Hotel""",The Strip,"""3799 Las Vegas Blvd S""",36.1022507,-115.1699679,3,3444,Restaurants;Arts & Entertainment;Hotels;Event Planning & Services;Casinos;Resorts;Hotels & Travel
10628,"""Umiya Sushi""",,"""4465 W Flamingo Rd""",36.11499431,-115.2014029,4,1000,Sushi Bars;Restaurants;Seafood;Japanese
10699,"""King Solomon's Table""",,"""4561 W Flamingo Rd""",36.1148137,-115.2031568,4,5,Restaurants;Mediterranean;Vegetarian;Kosher;Chinese
10701,"""Esmeralda's Cafe""",Downtown,"""1000 E Charleston Blvd""",36.1581927,-115.1406783,4,36,Salvadoran;Seafood;Mexican;Restaurants;Latin American
10733,"""El Pollo Loco""",Northwest,"""7380 W Cheyenne Ave""",36.218674,-115.256388,2.5,53,Mexican;Fast Food;Restaurants
10837,"""Blue Ribbon Fried Chicken - Downtown Summerlin""",South Summerlin,"""1770 Festival Plaza Dr, Suite 200, Downtown Summerlin""",36.15179146,-115.3327068,3.5,377,Chicken Shop;American (New);Restaurants;Chicken Wings;Fast Food
10954,"""J Karaoke Bar""",Chinatown,"""3899 Spring Mountain Rd""",36.1263711,-115.1917692,5,240,Bars;American (New);Karaoke;Nightlife;Asian Fusion;Cocktail Bars;Restaurants
11060,"""Siena Bistro""",South Summerlin,"""10575 Siena Monte Ave""",36.107854,-115.324773,4,14,Active Life;Desserts;Tuscan;Restaurants;Italian;Food;Bistros;Golf;American (New)
11081,"""Great Harvest Bread Company""",South Summerlin,"""10180 W Tropicana Ave, Ste 131""",36.1008766,-115.3147099,4,95,Cafes;Sandwiches;Breakfast & Brunch;Bakeries;Restaurants;Food
11143,"""Shake Shack""",South Summerlin,"""10975 Oval Park Dr""",36.1518122,-115.3320001,3.5,456,American (Traditional);Burgers;Restaurants;Food;Ice Cream & Frozen Yogurt
11158,"""Famous Dave's Bar-B-Que""",Southwest,"""4390 Blue Diamond Rd""",36.0372728,-115.1984441,3.5,278,Restaurants;Barbeque
11193,"""Larson Air""",,"""3975 W Quail Ave, Ste 6""",36.0840555,-115.1929417,2,23,Internet Cafes;Local Services;Home Cleaning;Home Services;Automotive;Interior Design;Restaurants;Hair Salons;Heating & Air Conditioning/HVAC;Pizza;Food;Beauty & Spas;Aircraft Repairs;Airsoft;Active Life;Auto Repair;Air Duct Cleaning
11279,"""Baja Fresh""",Southeast,"""5757 Wayne Newton Blvd""",36.0854286,-115.149927,2.5,42,Tex-Mex;Restaurants;Fast Food;Mexican
11363,"""Tacos Mexico""",,"""1800 Las Vegas Blvd S""",36.1500208,-115.1537167,3,116,Restaurants;Mexican
11381,"""Subway""",,"""1750 N Buffalo Dr""",36.1906225,-115.2588414,3,10,Sandwiches;Restaurants;Fast Food
11478,"""America""",The Strip,"""3790 Las Vegas Blvd S""",36.102003,-115.175161,3,452,American (Traditional);Restaurants;Breakfast & Brunch;American (New);Burgers
11480,"""Javier's""",The Strip,"""3730 Las Vegas Blvd S""",36.10732541,-115.176579,4,1042,Nightlife;Mexican;Bars;Restaurants
11581,"""Taco Maker""",The Strip,"""3200 Las Vegas Blvd S""",36.12768339,-115.1690246,3,17,Mexican;Restaurants
11605,"""BG Bistro""",,"""6160 W Tropicana Ave, STE-8""",36.1011439,-115.2274256,4.5,125,Ethnic Food;American (Traditional);Food;Mediterranean;Specialty Food;Restaurants;Modern European
11635,"""Sicilian Pizza II""",Downtown,"""1322 Fremont St""",36.1646616,-115.1307212,1.5,3,Pizza;Restaurants
11639,"""Taco Bell""",Southeast,"""8150 Blue Diamond Rd""",36.04285314,-115.1798487,3.5,7,Restaurants;Fast Food;Mexican
11651,"""La Playita Restaurant""",,"""2238 N Pecos Rd""",36.1999961,-115.0980788,4.5,22,Mexican;Seafood;Restaurants
11747,"""L'Atelier de Joël Robuchon""",The Strip,"""3799 Las Vegas Blvd S""",36.10262583,-115.1703979,4.5,974,French;Restaurants
11780,"""Outback Steakhouse""",Southeast,"""7380 Las Vegas Blvd S""",36.05578846,-115.1715902,3.5,243,Restaurants;Steakhouses
11795,"""The Barrymore""",The Strip,"""99 Convention Center Dr""",36.132034,-115.1626637,4,820,Restaurants;American (New);Steakhouses
11798,"""White Castle""",The Strip,"""3411 S Las Vegas Blvd""",36.12081673,-115.172051,3,987,Fast Food;Breakfast & Brunch;Restaurants;Burgers
11817,"""Domino's Pizza""",Southeast,"""3395 E Tropicana Ave""",36.0996825,-115.1014581,2.5,27,Chicken Wings;Pizza;Restaurants;Sandwiches
11836,"""Jersey Mike's Subs""",Westside,"""1772 S Rainbow Blvd, Ste 120""",36.1523324,-115.2428249,3.5,36,Restaurants;Delis;Sandwiches;Fast Food
11844,"""Costco Food Court""",Centennial,"""6555 N Decatur Blvd""",36.27855105,-115.2098893,4.5,20,Fashion;Restaurants;Department Stores;Food Court;Shopping
11878,"""Las Vegas Chinatown Plaza""",Chinatown,"""4255 Spring Mountain Rd, Ste C201""",36.1254312,-115.1969657,3.5,49,Shopping Centers;Chinese;Shopping;Restaurants
11904,"""Subway""",Northwest,"""9196 W Cheyenne Ave, Ste 101""",36.2194087,-115.2968576,2.5,11,Restaurants;Sandwiches;Fast Food
11939,"""McDonald's""",Southwest,"""10590 Southern Highlands Pkwy""",35.99890185,-115.2070452,1.5,73,Fast Food;Restaurants;Burgers
11962,"""Tuscany Gardens""",Eastside,"""255 E Flamingo Rd""",36.1133965,-115.1600873,4,102,Restaurants;Desserts;Italian;Food;Breakfast & Brunch
11967,"""Lee's Sandwiches""",Southwest,"""7537 S Rainbow Blvd, Ste 104""",36.0516237,-115.244128,3.5,80,Vietnamese;Sandwiches;Restaurants
11985,"""Big Burgers & Pizza""",Westside,"""8450 Westcliff Dr""",36.174425,-115.277036,3.5,5,Cheesesteaks;Restaurants;Burgers;Pizza
12043,"""Kabob Korner""",Eastside,"""730 E Flamingo Rd, Ste 7""",36.1151245,-115.1480267,3.5,97,Bars;Restaurants;Nightlife;Hookah Bars;Pakistani;Halal;Mediterranean
12072,"""Outpost Saloon""",,"""2200 N Rainbow Blvd""",36.1999286,-115.2420055,3.5,23,Casinos;Restaurants;American (Traditional);Karaoke;Bars;Nightlife;Arts & Entertainment
12110,"""Pizza N Pizza""",Eastside,"""3480 S Maryland Pkwy""",36.1259335,-115.1352534,3.5,26,Pizza;Restaurants
12112,"""Jack In the Box""",,"""580 N Eastern Ave""",36.17325685,-115.1157989,4.5,3,Fast Food;Restaurants;Burgers
12198,"""Pizza Hut""",Southeast,"""6510 Boulder Hwy, Bldg F, Suite 102""",36.08327572,-115.0322995,2,32,Restaurants;Italian;Pizza
12247,"""Michael Mina""",The Strip,"""3600 S Las Vegas Blvd""",36.11199,-115.177001,4,590,Seafood;Bars;Nightlife;American (New);Restaurants
12248,"""Chipotle Mexican Grill""",The Strip,"""3377 Las Vegas Blvd S, Ste 2191""",36.12132924,-115.1685001,3,19,Fast Food;Mexican;Restaurants
12344,"""Domino's Pizza""",Southeast,"""9310 S Eastern Ave""",36.01897083,-115.1175745,2.5,31,Sandwiches;Restaurants;Pizza;Chicken Wings
12350,"""Teriyaki Madness""",Centennial,"""6171 N Decatur Blvd, Ste 110""",36.271119,-115.207257,3.5,65,Asian Fusion;Japanese;Hawaiian;Restaurants
12419,"""Silverado Steakhouse""",Southeast,"""South Point Hotel & Casino, 9777 S Las Vegas Blvd""",36.01249821,-115.1754201,4,140,Steakhouses;Restaurants
12644,"""Andrea's""",The Strip,"""3131 Las Vegas Blvd S""",36.126878,-115.165747,4,445,Restaurants;Asian Fusion;Nightlife;Bars
12654,"""Cracker Barrel Old Country Store""",Southeast,"""8350 Dean Martin Dr""",36.0379386,-115.1818561,3,602,Breakfast & Brunch;Restaurants;Southern;American (Traditional);Diners
12738,"""Johnny Rockets""",The Strip,"""3950 Las Vegas Blvd S""",36.09022374,-115.1764393,2.5,39,American (Traditional);Restaurants;Diners;Burgers;Sandwiches
12753,"""Denny's""",Southeast,"""7200 S Las Vegas Blvd""",36.05912332,-115.1718664,3,94,American (Traditional);Food;Breakfast & Brunch;Diners;Restaurants
12783,"""Double Barrel Roadhouse""",The Strip,"""3770 Las Vegas Blvd S""",36.1050697,-115.1733278,3.5,507,Restaurants;Bars;American (Traditional);Nightlife;Cocktail Bars
12870,"""Burger King""",Centennial,"""6780 N Durango Dr""",36.28427383,-115.2873305,1.5,56,Fast Food;Restaurants;Burgers
12881,"""Mansion Dining Room""",The Strip,"""3799 Las Vegas Blvd S""",36.1022507,-115.1699679,4.5,12,Restaurants;Diners
12882,"""Martorano's""",The Strip,"""3655 Las Vegas Blvd S""",36.112428,-115.171519,3.5,291,Restaurants;Italian
12932,"""Mom's Teriyaki""",Westside,"""2555 S Jones Blvd, Ste 3""",36.1433289,-115.2254093,4.5,98,Asian Fusion;Restaurants;Hawaiian;Japanese
12944,"""Cafe Verdi Rebel""",Eastside,"""3330 E Tropicana Ave, Ste P""",36.100217,-115.1029978,3.5,53,Burgers;Pizza;Restaurants;Chicken Wings
12945,"""China Kitchen LV""",Eastside,"""4570 E Tropicana Ave""",36.1005371,-115.0741452,4,47,Restaurants;Chinese
12957,"""95 Ten""",,"""""",36.1697096,-115.1236952,3,4,American (New);Restaurants
12963,"""Nevada Chicken Cafe""",Westside,"""6155 W Sahara Ave""",36.1437858,-115.2266305,3.5,326,Sandwiches;Restaurants;American (New);Salad;Food;Barbeque;American (Traditional);Cafes
13009,"""Cafe Sienna""",Westside,"""Angel Park Trl""",36.1700271,-115.292602,2.5,7,American (New);Restaurants
13039,"""Papa John's Pizza""",,"""5045 W Tropicana Ave, Ste 101""",36.10023188,-115.2097905,2,55,Pizza;Restaurants
13045,"""Tea Lounge""",The Strip,"""3752 Las Vegas Blvd S""",36.10620487,-115.1743503,4,350,Restaurants;Food;Tea Rooms;Tapas Bars;Desserts;Coffee & Tea
13055,"""Southern Hills Cafe""",Spring Valley,"""9300 W Sunset Rd""",36.07241359,-115.2955664,4.5,3,American (Traditional);Food;Restaurants;Cafes;Juice Bars & Smoothies
13068,"""Avenue Cafe""",The Strip,"""3799 Las Vegas Blvd S""",36.103399,-115.169402,3,227,Nightlife;Bars;Restaurants;American (Traditional)
13076,"""Taqueria La Herradura""",Downtown,"""1436 E Charleston Blvd""",36.15864047,-115.1342549,5,4,Restaurants;Mexican
13401,"""Coney Island Gourmet Hotdogs""",Eastside,"""3528 S Maryland Pkwy""",36.1248998,-115.1350531,3.5,19,Restaurants;Hot Dogs
13420,"""Lobster Me""",The Strip,"""50-64 E Harmon Ave""",36.1081485,-115.1699073,3.5,33,Seafood;Restaurants
13435,"""Fiesta Filipina Cuisine""",Westside,"""3310 S Jones Blvd, Ste A""",36.1286028,-115.2242459,3.5,97,Fast Food;Filipino;Restaurants
13477,"""Viva Las Arepas""",Downtown,"""1616 S Las Vegas Blvd, Ste 120""",36.15126861,-115.1525455,4.5,1222,Venezuelan;Restaurants;Food Stands;Latin American
13497,"""Play It Again Sam""",Chinatown,"""4120 Spring Mountain Rd""",36.126894,-115.195024,3.5,37,Restaurants;Bars;Nightlife;Adult Entertainment
13514,"""Coffee Pub""",Westside,"""2800 W Sahara Ave, Ste 2A""",36.14730932,-115.1815939,4.5,409,Sandwiches;Food;Breakfast & Brunch;Coffee & Tea;Restaurants
